show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7570,Movie,I'd Like to be Alone Now,Jon Dabach,"David Fynn, Vanessa Lengies, Mindy Sterlin, Jack McGee, Samm Levine",,,2019,13+,107 min,"Comedy, Drama, Kids","After losing his wife and three kids, all Kyle wants is to mourn in peace. Unfortunately, his family insists on helping him."
s7571,TV Show,Hideaki ANNO and Hitoshi MATSUMOTO fireside chat,,,,,2021,13+,1 Season,Documentary,"Two of Japan’s top creators come together for a special fireside chat. Hideaki ANNO, creator and director of the Evangelion series, and Hitoshi MATSUMOTO, producer of Documental and FREEZE, sit down to discuss their respective creative philosophy and approaches, the spread of their work abroad, their future creative endeavors, and more.©2021 YD Creation"
s7572,Movie,Hellgate,Charles Marquis Warren,,,,2021,13+,88 min,Western,"In 1867 Kansas, veterinarian Sterling Hayden treats an injured stranger who turns out to have been a guerrilla raider – and Hayden soon finds himself serving a term in one of the world's most terrifying prisons under sadistic commandant Ward Bond. Adapted from the story of Dr. Mudd, the physician who attended John Wilkes Booth, assassin of President Lincoln."
s7573,Movie,He Loves Me He Loves Me Not,Laetitia Colombani,"Audrey Tautou, Samuel Le Bihan, Isabelle Carré, Sophie Guillemin, Clément Sibony, Élodie Navarre, Eric Savin",,,2003,13+,96 min,"Arts, Entertainment, and Culture, Drama, International","A young woman (Audrey Tautou) who is in love with a married doctor becomes dangerous when her attempts to persuade him to leave his wife are unsuccessful. However, when things are seen from his point of view, the real situation becomes clear."
s7574,Movie,Faithful,Rolf Niklas Berggren,"Clarissa Hoffmann, Ellis Miller",,,2019,13+,14 min,"Drama, Horror, Suspense","One day, Lauren finds her marriage to be in struggles. She tries at any costs to save her marriage, but the truth may not be as it seems."
s7575,Movie,E.14,Rafael Flores,"Netta Brielle, Trestin George, Angel Manzo, Deborah Pan, Evan Joelle, Allison Ewing",,,2020,18+,85 min,Drama,"Intersecting stories of a sex worker, undocumented teen, a reformed pimp, a homeless Black youth, and an elderly Chinese woman who struggle to survive displacement while living along East Oakland's International Boulevard, otherwise known as ""East 14th""."
s7576,Movie,Dinosaur Park Mission Part 6 - T-Rex Ranch,Aaron Michael,"LB, Aaron Michael",,,2020,ALL,10 min,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos ! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!"
s7577,Movie,Deus Vult: God Wills It,Shane Fairbanks,"Olivia Burmeister, Seth Babcock, Philip Snyder, Logan Rigdon, Stefan Novakovic, Camden Capser, Ann Morgan, Ava Fink, Christian Ross, Mikala Schuster, Christian Fink, Erica Hellegaard, Kyle Schreiber, Kassy Smith, Miranda Boughey, Jack Newman, Eli Berry, Jacob Burmeister, Aiden O'Neill, Alex Derbyshire, Matthew Hayden, Mollie McGrail, Meghan Schneider, Hailey Petermann, Desarae Watson, Abby Marcotte, Shane Fairbanks, Henry Morgan, Caleb Barndt, Branden Martinez, Lawton Hervey, Will Tipton",,,2021,13+,63 min,"Action, Drama, Western","In a post-apocalyptic world a lone traveler, Gabriel, travels across a barren landscape and wanders into a western town run by a warlord. Gabriel encounters Joan, a young woman who finds solace in her faith, and she hopes to create a rebellion against the tyrant, Caliban. As Caliban's forces close in, Gabriel must choose to leave the town behind him or stay and fight for their freedom."
s7578,Movie,Camp Wedding,Greg Emetaz,"Kelley Gates, Sean Hankinson, Wendy Jung, Morgan Mcguire, Cliff Miller",,,2019,13+,97 min,"Comedy, Horror","Mia's wedding party is not too keen on transforming a dilapidated summer camp into the wedding venue of her dreams – when people begin disappearing in the night, that doesn't help either."
s7579,Movie,Breathless (2011),Jesse Baget,"Gina Gershon, Kelli Giddish, Wayne Duvall, Val Kilmer, Ray Liotta",,,2016,R,91 min,"Comedy, Suspense","After killing her bank-robber husband (Val Kilmer), a Texas housewife (Gina Gershon) must dispose of the body and find the loot while avoiding the local sherriff (Ray Liotta)."
s7580,Movie,Art of War III: The Retribution,Gerry Lively,"Anthony ""Treach"" Criss, Warren Derosa, Sung Hi Lee, Janet Carroll, David Frye",,,2007,R,88 min,Action,"On a covert mission to stop North Korean terrorists from obtaining a nuclear bomb, the deal turns deadly and Agent Neil Shaw is drawn into the crossfire saving a damsel in distress and ends up framed for murder."
s7581,Movie,Annette,Leos Carax,"Adam Driver, Marion Cotillard, Simon Helberg, Devyn Mc Dowell",,,2021,R,140 min,"Arts, Entertainment, and Culture, Drama","Los Angeles, today. Henry (Adam Driver) is a stand-up comedian with a fierce sense of humor who falls in love with Ann (Marion Cotillard), a world-renowned opera singer. Under the spotlight, they form a passionate and glamorous couple. The birth of their first child, Annette, a mysterious little girl with an exceptional destiny, will turn their lives upside down."
s7582,Movie,Anacondas: Trail of Blood,Don E. FauntLeRoy,"Crystal Allen, Linden Ashby, Danny Midwinter, Calin Stanciu Jr., John Rhys-Davies",,,2006,R,89 min,"Action, Horror, Suspense","Even though the two monster snakes from Anaconda: Offspring are dead, a trail of victim's blood confirms that a new generation of snakes has reached adulthood and is preying upon?EVERYTHING. John Rhys-Davies and Crystal Allen return in the fourth installment of the popular franchise."
s7583,Movie,An Artist of the Floating World,Kazuki Watanabe,"Natsuko Akiyama, Shunsuke Daitô, Masato Hagiwara",,,2019,13+,90 min,Drama,"Japan, a few years after the end of the Second World War – Masuji Ono is an ageing painter of considerable renown, and retired life in his lavish mansion unfolds peacefully – on the surface. But this seeming tranquility is broken when he is told that his youngest daughter's marriage talks broke down because of his past."
s7584,Movie,Amyloid,Raymelle A Adams,"Kathy Valent, Crystal Hill",,,2021,16+,56 min,Drama,A story about Alzheimer's and Dementia of how two women made it home.
s7585,TV Show,Alice in Wonderland,,"Kate Dorning, Ian Wallace, Jonathan Cecil",,,1986,7+,1 Season,"Kids, Science Fiction","One of the most fantastic stories ever told begins on the river one golden summer afternoon. Alice spots a White Rabbit with a pocket-watch, falls down a hole and into a strange and wonderful land... Based on the classic tale by Lewis Carroll."
s7586,Movie,Aaron Loves Angela,Gordon Parks Jr.,"Moses Gunn, Kevin Hooks, Irene Cara, Robert Hooks",,,1975,R,100 min,"Comedy, Drama, Romance","In New York City, a young black boy and Puerto Rican girl fall in love despite objections from each other's families."
s7587,Movie,A Wonderful Christmas,Michael Baez,"Jatnna Toribio, Giselle Blondet, Raul de Molina, Agustin",,,2007,PG,79 min,"Comedy, Drama","The true meaning of Christmas comes home to the Rivera household...in a very unexpected way. With Mom expecting a new baby and Dad facing work challenges, young Josie takes it upon herself to make sure the family is able to have a wonderful Christmas."
s7588,Movie,Winners Tape All: The Henderson Brothers Story,Justin Channell,"Zane Crosby, Joshua Lively, Chris LaMartina, Madison Whiting, Latisha Kriston, Laura Ciarolla, Steve McElroy, Tim Gross, Vincent Renfield",,,2016,13+,67 min,"Comedy, Horror","The story of Michael and Richard Henderson, two stepbrothers from West Virginia who saw an opportunity in the burgeoning VHS market in the 1980s and made their own backyard horror movies, ""The Curse of Stabberman"" and ""Cannibal Swim Club."""
s7589,TV Show,Wayne,,"Mark McKenna, Ciara Bravo",,,2019,TV-MA,1 Season,Drama,"Wayne, a 16 year-old Dirty Harry with a heart of gold, sets out on a small two stroke road bike from Boston to Florida with his new friend Del to get back their wicked-hot 79' Trans-Am that was stolen from his father before he died."
s7590,Movie,Villavan: The Vigilante,Vassan,"Vinod Mohana Sundaram, Sangeeta Krishnasamy",,,2018,13+,115 min,"Action, Drama, Suspense","Dreaded with memories of his past, a furious son takes revenge on those who killed his father."
s7591,Movie,Vibes,Ken Kwapis,"Jeff Goldblum, Steve Buscemi, Ramon Bieri, Michael Lerner, Peter Falk, Julian Sands, Elizabeth Peña, John Kapelos, Cyndi Lauper, Max Perlich",,,1988,PG,100 min,"Action, Comedy","Two psychics are hired to find the location of a lost Incan city Located somewhere in the Ecuadorian mountains, that is said to hide a great treasure."
s7592,Movie,Velaikkaran,Mohan Raja,"Sivakarthikeyan, Fahadh Faasil, Nayanthara, Prakash Raj, Sneha, Thambi Ramaiah",,,2017,13+,152 min,"Action, Suspense","Arivu, a crusader for the poor citizens of Chennai, decides to change the system and takes up a mission to fight FMCG companies for malpractices in food adulteration."
s7593,Movie,Varuthapadatha Valibar Sangam,Ponram,"Sivakarthikeyan, Sathyaraj, Sri Divya, Soori",,,2013,ALL,149 min,Comedy,An aimless youth falls for a girl with a trigger-happy father.
s7594,Movie,Vaanam Vasappadum,P. C. Sreeram,"Karthik Kumar, Poongkothai, Chandrahasan, Revathy, Nassar, Vijayakumar",,,2004,13+,125 min,Romance,"Karthik (Karthik Kumar), a young lawyer, falls in love with Poongothai (Poongkothai Chandrahasan), the daughter of a businessman (Vijayakumar). Poongothai's father and sister (Janaki Sabesh) run a multi-level market and are imprisoned for false accusations."
s7595,Movie,Trying Grace,CeDarian Crawford,"Trevor Hersey, Linzy Quaranta, Princess Johnson, Chelvert Wellington, Alyssa Hansen, Lamont Hill, Vladimir Petit-Frere",,,2021,ALL,72 min,"Action, Special Interest, Suspense","His wife, is dying. But her life can be saved, at a cost. Justin and Jessica are desperate. But how far will they go to save the life of the one they love?"
s7596,Movie,The Waste Land,WANG MENG,"WANG MENG, Jiao Zhonghui",,,2021,16+,130 min,Drama,A rural youth who has nothing to do and becomes insane due to his persistent pursuit of love.
s7597,Movie,The Private Life of Samuel Pepys,Oliver Parker,"Steve Coogan, Danny Webb, Tim Pigott-Smith",,,2003,16+,60 min,Drama,"Steve Coogan takes the lead role in this darkly comic portrait of the diarist, naval strategist and serial adulterer. 1679: Pepys is in jail on treason charges. His arch-rival Lord Shaftesbury has heard of his diary and its detailed accounts of corruption and affairs. Can Pepys escape the gallows?"
s7598,TV Show,The Prisoner of Zenda,,"Malcolm Sinclair, Pauline Moran, George Irving, Victoria Wicks",,,1984,13+,1 Season,"Drama, Romance",Anthony Hope's fast-moving story of royal romance and political intrigue has been a much-loved bestseller from the day it was first published. Malcolm Sinclair is the Englishman posing as Ruritania's new monarch when the real King is abducted. Victoria Wicks plays his unsuspecting Queen.
s7599,Movie,The Monster - Lon Chaney's Uncut Horror Classic!,Roland West,"Lon Chaney, Gertrude Olmstead, Johnny Arthur, Hallam Cooley, Walter James, Knutge Erickson, Frank Austin",,,1925,13+,87 min,"Drama, Horror, Science Fiction","A meek clerk who doubles as an amateur detective investigates a missing person case & very strange goings-on at a remote & supposedly abandoned mental sanitarium. The clerk soon discovers that the asylum is not deserted but run by a bizarre staff headed by the eccentric Dr. Ziska (Lon Chaney), who gathers candidates for his eerie experiments by causing roadway accidents. (Silent w/ Music Track)."
s7600,Movie,The Hired Heart,Jeremy Kagan,"Penelope Ann Miller, Brett Cullen, Barry Corbin, Allison Hossack, Barbara Gates Wilson, Graham Greene",,,1997,13+,90 min,Drama,"To appease her persistent father-in-law, a young widow (Penelope Ann Miller) hires an escort to pose as her lover."
s7601,Movie,The Hawk,David Hayman,"Helen Mirren, George Costigan, Rosemary Leach",,,1995,18+,84 min,"Drama, Suspense","A Hitchcockian thriller of a housewife who thinks her husband is a serial killer. 'The Hawk' stalks women on the motorway, raping and killing, then plucking out his victim's eyes. Annie's husband has always been absent on the dates of the murders. Other details convince her it must be him. Or is this paranoia, a legacy of the violent depression she suffered after her two sons were born?"
s7602,Movie,The Groomsmen,Edward Burns,"Edward Burns, Mathew Lillard, Brittany Murphy",,,2006,R,98 min,"Comedy, Drama",A groom (Ed Burns) and his four attendants wrestle with issues related to friendship and maturity a week before the big day.
s7603,Movie,The Gift,Danny Hiller,"Amanda Burton, Neil Dudgeon",,,1998,16+,88 min,Drama,"Lynn Ransom was a contented wife and mother until she discovered a lump in her breast. An operation fails to stop the cancer from spreading. As she and her family live through the ordeal, she realizes that she cannot bear to die a slow painful death as her mother did and resolves to take her life into her own hands. But first she must prepare her family for a life without her."
s7604,Movie,The Case Watson,Jaime Escallon-Buraglia,"Melisa Bermudez, Juan Fernando Sánchez, Hermes Camelo, Carlos Hurtado, Jhon Álex Toro, Verónica Orozco",,,2017,16+,85 min,Action,"When DEA agent James Terry Watson is assassinated, Police Colonel Juan Carlos Delgado is called in to take on an unauthorized mission. Although the case belongs to the UIC, in the face of the imminent diplomatic crisis, the Police undertake a confidential mission. The Colonel calls his best agents who are infiltrated in other cases."
s7605,Movie,The Big Town,Ben Bolt,"Matt Dillon, Diane Lane, Tommy Lee Jones, Suzy Amis",,,1987,R,110 min,"Drama, Suspense","An electrifying thriller about a small-town gambler seeking fame and fortune in the big city. J.C. Cullen (Matt Dillon) arrives in Chicago and becomes a top dice thrower. But when he meets a beautiful dancer (Diane Lane), his luck may have finally runout - her husband (Tommy Lee Jones) is a ruthless killer. Facing his worst odds ever, J.C. is now dangerously gambling with his life."
s7606,Movie,Taipei Exchange,Hsiao Ya-chuan,"Gwei Lun-mei, Zaizai Lin, Chang Han",,,2010,13+,82 min,"Comedy, Drama","In this feel-good dramedy, two sisters start up a bartering system in their new café – a place where songs and sacred keepsakes can be traded for something much more valuable than cash."
s7607,Movie,Shivalinga,P. Vasu,"Raghava Lawrence, Ritika Singh, Vadivelu, Shakthi Vasudevan, Radha Ravi, Urvashi",,,2017,13+,147 min,"Horror, Suspense","Raheem gets killed when he tries to save a blind man in a train. When the police close the case stating suicide, Raheem's girlfriend asks Shivalingeshwaran, a CID officer, to investigate the death."
s7608,Movie,Sathura Adi 3500,Jaison Pazhayattu,"Nikhil Mohan, Ineya, Felix Johnny Kuruvilla, Rahman, Swathi Deekshith, Pratap Pothan",,,2017,13+,105 min,"Drama, Horror","Karuna, a police officer, sets out to investigate the suspicious death of a young man, Stephen. But trouble begins when he gets terrorised by Stephen's ghost."
s7609,Movie,Sarah's Room,Grant McPhee,Hanna Standbridge,,,2015,16+,80 min,"Drama, Horror, Science Fiction","A lonely wife takes in a young female boarder named Sarah. Her husband returns, and he can't keep himself away from the alluring Sarah, and the exotic mysteries hidden in her room. Made in Scotland in just five days for six grand, ""Sarah's Room"" is an intriguing and artistic tale told in haunting tones, smoky interiors and often voyeuristic camera techniques. Outstanding low budget film"
s7610,Movie,Sangili Bungili Kadhava Thorae,Ike,"Jiiva, Sri Divya, Radha Ravi, Soori, Raadhika, Thambi Ramaiah",,,2017,13+,134 min,Horror,"Vasu and his mother move into a bungalow they have recently purchased on the outskirts of town. However, they get to know too late that it is home to supernatural forces."
s7611,TV Show,Rogue,,"Cole Hauser, Meaghan Rath, Ashley Greene, Sergio Di Zio, Neal McDonough",,"August 21, 2021",2017,TV-MA,3 Seasons,"Action, Drama","No good deed goes unpunished. This season, Ethan Kelly moves back to San Francisco to slay his ghosts and seek redemption. But, helping out Ray's ex-addict younger brother soon puts him in the sights of a vicious, corrupt cop. When Ethan fights back, he's dragged into a hellish labyrinth of criminality and betrayal involving the police, a Fortune 500 company, and the Federal government itself."
s7612,TV Show,Rip the Falcon,,"Riley Webber, Max Troutman, SamsPics, Sindri Sigfusson, Pierce Davis",,,2021,TV-MA,1 Season,Animation,"A lone wandering falcon travels place to place encountering strange, weird and dangerous encounters."
s7613,Movie,Rejects,"Austin Buchanan, Samuel Niall","Honda King, Randall Walter McDonald, Austin Buchanan, Mathew David Torres, Tylar Preece, Samuel Niall",,,2021,16+,13 min,"Action, Drama, Science Fiction","Every choice matters when a crew of misfit mercenaries has the wrong idea at the wrong time, they must clean up their mess before they have to relive their mistakes."
s7614,Movie,Rangoon,Rajkumar Periasamy,"Gautham Karthik, Sana Makbul, Daniel Annie Pope, Siddique",,,2017,13+,121 min,Action,"Venkat and his friends, who are involved in petty illegal business, travel to Rangoon for smuggling gold. When they lose the money given for the deal, they resort to kidnapping."
s7615,Movie,Ogre,James Snider,"Carmen Piroli, Maria Petrano, Chen Tsung, Jacob Whiteshed, Dave Soltura",,,2019,7+,70 min,Animation,"Once cast, the Trollnet promises to bring chaos and conflict to the happy trollsʼ harmonious land."
s7616,Movie,Night Sky With Nature Sounds with 432hz nature sound track for sleep,Mark Knight,Mary Kay Kayaltizer,,,2020,ALL,540 min,Special Interest,Slumber off to a deep and refreshing sleep with this ultra dark night sky video accompanied by a 432hz nature sound track created exclusively for Sharecare Windows sleep.
s7617,Movie,Moral Stories For Kids,,,,,2021,ALL,49 min,"Animation, Anime",It's story time! Very Short Stories with Morals in English are the best ways to teach moral education for kids and adults. You can teach short stories with moral values in a very short time. Short stories in English with moral values can give you great inspiration. We have a collection of good moral stories that can also be helpful for students.
s7618,Movie,Meow,Chinaas Palanisamy,"Maina Balu, Urmila Gayathri, Anand Raga, King Raja",,,2017,13+,107 min,Horror,"When four jovial friends get murdered in a house, the police begin to suspect a model who stays in the same apartment. Later, after gathering evidence, she gets shocked learning about the murderer."
s7619,Movie,"Lon Chaney in The Unholy Three - The Original 1925 Classic, Directed by Tod Browning",Tod Browning,"Lon Chaney, Victor McLaglen, Harry Earles, Mae Busch, Matt Moore, Matthew Betz",,,1925,13+,86 min,"Action, Drama, Horror","Three circus freaks, the strongman (Victor McLaglen), Tweedledee, a dwarf (Harry Earles, famous for his role in ""Freaks""), & Professor Echo, the ventriloquist (Lon Chaney), form a conspiracy known as ""The Unholy Three"" & commit a series of crimes. A superior classic beautifully directed by Tod Browning, who also famously directed the 1931 version of ""Dracula"" with Bela Lugosi. (Silent w/ music)."
s7620,Movie,Lieutenant Jangles,Nic Champeaux,"Matt Dickie, Justin Gerardin, Jack McGirr",,,2021,18+,103 min,"Action, Comedy","It's the mid 1980's in Brisbane, the most crime-ridden city in Australia. Only one man keeps the scales of justice even; cowboy detective Lieutenant Jangles. After his partner is killed in a blazing shootout, Jangles goes on an explosive and blood-soaked mission to avenge his death."
s7621,Movie,Kodiveeran,M. Muthaiah,"Sasikumar, Mahima Nambiar, Vidharth, Pasupathy, Poorna, Sanusha, Bala Saravanan",,,2017,13+,147 min,"Action, Drama","Kodiveeran, who enjoys a god-like stature in his village, sets out to protect his family as he battles Villangam and Adhigaaram, who pose a threat to his brother-in-law's life."
s7622,Movie,King Lear,Richard Eyre,"Ian Holm, Timothy West",,,1998,13+,138 min,Drama,"Ian Holm stars in this award-winning Royal National Theatre Production of William Shakespeare's King Lear. The cast also includes Timothy West as The Earl of Gloucester, Finbar Lynch as his bastard son, Edmund and Paul Rhys as his legitimate son, Edgar; Barbara Flynn, Amanda Redman and Victoria Hamilton as Lear's daughters Goneril, Regan and Cordelia; and Michael Bryant as the Fool."
s7623,Movie,"Kim Walker-Smith - Wild Heart Live At The Cascade Theatre In Redding, CA",Nathan Grubbs,Kim Walker-Smith,,,2021,7+,63 min,Music Videos and Concerts,The live recording of Kim Walker-Smith's Wild Heart album.
s7624,Movie,Killer Among Us,Charlie Scharfman,"Yasha Jackson, Imani Lewis, Bruce MacVittie, Angelic Gil Perez-Abraham, Andrew Richardson",,,2021,NR,81 min,"Horror, Suspense","On the 4th of July, a rookie female cop partners with a veteran detective to save the life of a high-school student from a radicalized serial killer."
s7625,Movie,Incubated,Gugu E. Michaels,"Chianti Jeconiah, Latiffany Dunn-Ivory, Ryan Barnes",,,2021,18+,105 min,"Drama, Suspense",Incubated plunges into the mysterious mind of a middle-aged truck driver (Sean) who will do anything to protect his family...instead unexplainable events take place that ultimately causes him to face his nemesis.
s7626,Movie,In A Relationship,Sam Boyd,"Emma Roberts, Michael Angarano, Dree Hemingway, Patrick Gibson",,,2018,18+,92 min,"Comedy, Drama, Young Adult Audience","Owen and Hallie have been together for years, but when Owen wavers on Hallie's proposition to move in together, they make the rash decision to call it quits. To both their dismay, they find it especially difficult to truly separate given how intertwined their lives have become."
s7627,Movie,I'm With Lucy,Jon Sherman,"Monica Potter, Craig Bierko, Julianne Nicholson, Gael García Bernal, David Boreanaz, John Hannah, Anthony LaPaglia, Henry Thomas, Harold Ramis, Julie Christie",,,2002,R,91 min,Comedy,"A woman experiences five blind dates in one year, but only one of them is ""Mr. Right""."
s7628,Movie,I Could Never Be Your Woman,Amy Heckerling,"Michelle Pfeiffer, Paul Rudd, Saoirse Ronan, Tracey Ullman",,,2007,PG-13,97 min,"Comedy, Drama, Romance",A mother falls for a younger man while her daughter falls in love for the first time. Mother Nature messes with their fates.
s7629,Movie,Holy Cross,Mark Brozel,"Zara Turner, Colum Convey, Bronagh Gallagher",,,2003,16+,85 min,Drama,"A drama about sectarian hatred in Belfast, based on real events in 2001. Conflict arises when Catholic girls walk through a Protestant area to get to the Holy Cross Primary School."
s7630,Movie,Fury At Sundown - John Derek & Nick Adams in a Classic Western,Gerd Oswald,"John Derek, John Smith, Carolyn Craig, Nick Adams, Gage Clarke",,,1957,13+,76 min,"Action, Drama, Western","A gunslinger attempts to hang up his hardware and help his younger brother raise cattle. The local attorney, whose brother the gunslinger shot in a fair fight, is determined to swindle the men out of their ranch by preventing a supply deal with the railroad, then using his bodyguard to bushwhack the younger brother."
s7631,Movie,Flesh and Blood,Julian Farino,"Christopher Eccleston, Emma Cunniffe, Stephen Graham",,,2002,16+,78 min,Drama,"Joe Broughton seems to have his life sorted, a gifted carpenter with a loving wife and a new-born baby, but there's still something missing. Adopted at birth he becomes fixated on finding his birth parents and follows a trail leading to a revelation that turns his world upside down."
s7632,Movie,Fear and Desire,Stanley Kubrick,"Frank Silvera, Paul Mazursky, Kenneth Harp, Stephen Coit, Virgina Leith",,,1953,13+,60 min,Drama,"Four soldiers (Frank Silvera, Paul Mazursky, Kenneth Harp, Stephen Coit) are trapped behind enemy lines and are forced to confront their fears and desires. When they come across a peasant girl (Virginia Leith) the horrors of war quickly become apparent."
s7633,TV Show,Def Comedy Jam,,"Steve Harvey, Kid Capri, James Hannah, Jack Shepherd, Chinnitta Morris (Chocolate)",,,1992,TV-MA,7 Seasons,"Arts, Entertainment, and Culture, Comedy","The classic HBO comedy series from Russell Simmons that launched the careers of legendary comics including Bernie Mac, Cedric the Entertainer, Chris Tucker, Dave Chappelle, Tracey Morgan, Chris Rock, Kevin Heart and more."
s7634,TV Show,Death and Compromise,,"Brian Elder, Andrea Flowers, John Hall",,,2021,16+,1 Season,TV Shows,"In a small Texas town, outlaws Luke Young and Lem Sinclair make enemies with a ruthless deputy. The deputy frames the two for murder and sends the sheriff after them. As the rope of justice tightens around their necks, the duo must decide how fare they are willing to go to survive even when the odds are stacked against them."
s7635,Movie,Daphne,Clare Beavan,"Geraldine Somerville, Elizabeth McGovern, Janet McTeer",,,2007,16+,88 min,"Drama, LGBTQ",Drama charting the story of Daphne du Maurier's unrequited passion and showing how her inner struggles with her sexuality informed the writing of her compelling stories. It focuses on the most emotionally fraught yet creatively fertile period of the author's life: the years between the Rebecca trial and the writing of her short story The Birds.
s7636,Movie,Cut the Rope: Learn English with Om Nom (Volume 2),Zeptolab,"Cut the Rope, Om Nom",,,2021,ALL,37 min,"Animation, Kids","Om Nom and his cute friend Om Nelle are on another adventure! Be a part of their journey as they learn to eat healthy fruits and vegetables! Play with shapes, learn craft, ride toy trains and much more! Get ready for an Om Nom Nom Nom Time!"
s7637,Movie,Coup!,Simon Cellan Jones,"Jared Harris, Robert Bathurst",,,2006,13+,90 min,Drama,"How many men do you need to stage a Coup and take over an African country? To Simon Mann, old Etonian and ex-Scots Guardsman, it seemed simple enough. Coup! is the dramatic account of this high-profile true story which involved ex-Prime Minister Thatcher's son Mark Thatcher."
s7638,Movie,Colorful Colorado,Mark Knigjht,,,,2012,ALL,60 min,Special Interest,"Relax with Sharecare Windows video postcard of the rugged natural beauty of Southern Colorado, featuring waterfalls, mountains, ghost towns, fall and spring colors and the Black Canyon of the Gunnison National Park. A soothing video postcard format with no narration or music-simply the natural sounds and video recorded in full HD. Sharecare Windows videos are included in your Prime membership."
s7639,Movie,Clown Motel Vacancies,Jason Mills,"Kiana Passmore, Darren Andrichuck, Scott Osborne, Daniel Diemer, Robert Allan Hughes, Brooke Walker, Paul Mills, Jason Mills, Momona Komagata, Kirra Rayne, Hans Potter",,,2018,18+,71 min,"Horror, Suspense","When Shane has unfinished business, both personal and professional, he takes a trip with his pregnant wife Tara to a Motel on the outskirts of town. Unbeknownst to him, the motel is not what it seems."
s7640,Movie,Checkmate,Prasad Velampalli,"Vishnu Priya, Rajendra Prasad, Diksha Panth",,,2021,13+,90 min,"Comedy, Suspense",Checkmate is a Telugu movie starring Vishnupriya Bheemineni in a prominent role. It is a romantic thriller directed by Prasad Velampalli.
s7641,Movie,Center Stage: Turn It Up,Steven Jacobson,"Kenny Wormald, Rachele Brooke Smith, Sarah Jayne Jensen, Ethan Stiefel, Peter Gallagher",,,2008,PG-13,95 min,"Drama, Romance","All Kate Parker has ever wanted to do was perform with the American Ballet Academy. But when she doesn't get in, she learns that it takes more than just natural talent to succeed in the dance world. With a turn in a cutting-edge hip-hop club and the help of a handsome former hockey player-turned-dancer, she may yet manage to make her dreams come true."
s7642,Movie,Burton and Taylor,Richard Laxton,"Helena Bonham Carter, Dominic West",,,2013,16+,83 min,Drama,"Elizabeth Taylor and Richard Burton were the original fabulous stars, and many were enthralled by their illicit romance, two tempestuous marriages, frequent break-ups and extravagant reunions. This is the story of the first celebrity couple. Funny, glamorous, tempestuous and dripping with diamonds - this is the last battle of the Burtons."
s7643,Movie,Brazen Hussies,Elijah Moshinsky,"Julie Walters, Robert Lindsay, Alun Armstrong, Chrissy Rock",,,1996,18+,85 min,"Comedy, Drama","Maureen Hardcastle is furious when her husband Jimmy brings in strippers to boost their pub takings. But on the opening night, she is reunited with her long-lost schoolfriend (the star act) and her boyfriend/manager Billy Bowmans. Then Maureen inherits a fortune and turns the tables on the men by hiring male strippers. Billy has no intention of taking it lying down."
s7644,Movie,Born Kicking,Mandie Fletcher,"Eve Barker, Denis Lawson",,,1992,13+,81 min,Drama,"Roxy Reddy is a born footballer. The kind of kid managers and fans see maybe once in a lifetime. There is only one problem: girls don't play football. But rules can be changed and soon Roxy is a big star. Then Roxy has an affair with the club chairman and starts to forget her first love, football. Eve Barker scores with Denis Lawson in this top-of-the-league movie."
s7645,Movie,Born Equal,Dominic Savage,"Colin Firth, Robert Carlyle, Anne-Marie Duff",,,2006,18+,83 min,Drama,"Born Equal is a major, improvised drama from BAFTA-winning writer and director Dominic Savage. The action centers on a hostel temporarily housing the homeless and dispossessed in the affluent Swiss Cottage area of north London. The film weaves together the stories of four seemingly-unrelated people, whose lives are gradually drawn towards one another."
s7646,Movie,Bookmark: Selected Exits,Tristram Powell,"Anthony Hopkins, Robert Pugh",,,1993,13+,68 min,Drama,"Oscar-winning actor Anthony Hopkins gives another outstanding performance as colorful wit and raconteur Gwyn Thomas in Alan Plater's adaptation of Thomas's autobiography. From his humble origins in the Welsh Valleys of the 1920s, he wins a scholarship to Oxford, where he doesn't really fit in. After a spell as a teacher, he finds success as a playwright, novelist and TV personality."
s7647,Movie,Bloodthirsty,Amelia Moses,"Lauren Beatty, Greg Bryk, Katharine King So",,,2021,18+,85 min,"Horror, Science Fiction, Suspense","After teaming up with a mysterious producer at his remote cabin, Grey's music transforms. She's disturbed to find that so does her body and mind. And it starts with a yearning for blood."
s7648,Movie,Black Easter,Ben Bolt,"Trevor Eve, Amanda Ooms, Peter Stormare",,,1995,18+,91 min,Drama,"1999. The European army patrols Germany's borders to stem the flood of immigrants being smuggled in by the Russian Mafia. Dresden detective Fischer, investigating the murder of a young Danish woman, discovers the authorities will go to frightening lengths to protect its own interests. Trevor Eve and Annabel Oomes star in this chilling tale by David Pirie."
s7649,Movie,Black and White,James Toback,"Robert Downey Jr., Jared Leto, Michael B. Jordan, Ben Stiller, Elijah Wood",,,2000,R,99 min,"Drama, Music Videos and Concerts",A group of white high school teens becomes involved with Harlem's black hip-hop crowd.
