show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s7650,TV Show,Bill Winston Ministries Draft,,Dr. Bill Winston,,"August 21, 2021",2020,TV-G,2 Seasons,"Drama, Faith and Spirituality, Special Interest","We are living in unprecedented times and events that have occurred in irreversible succession from the past into the present and are prevalent. In Reaching the World: Replenish and Subdue, Dr. Bill Winston helps you to see that now is the time to take heed and know that the Church must arise and understand its vital role in establishing God's Kingdom in the earth."
s7651,Movie,Bel Ami,"Declan Donnellan, Nick Ormerod","Robert Pattinson, Uma Thurman, Kristin Scott Thomas, Christina Ricci, Colm Meaney, Philip Glenister, Holliday Grainger",,,2012,R,102 min,"Action, Drama",A chronicle of a young man's rise to power in Paris via his manipulation of the city's most influential and wealthy women.
s7652,Movie,Beat The Devil,John Huston,"Humphrey Bogart, Jennifer Jones, Gina Lollobrigida, Robert Morley, Peter Lorre, Marco Tulli",,,1953,13+,89 min,Comedy,"Billy (Humphrey Bogart), Maria (Gina Lollobrigida) & Julius (Peter Lorre) are among a number of travelers stranded in Italy en route to Africa. Their goal, along with other shifty cohorts, is to lay claim to property that is supposedly rich with uranium."
s7653,Movie,Awakening The Zodiac,Jonathan Wright,"Shane West, Leslie Bibb, Matt Craven, Nicholas Campbell, Kenneth Welsh, Stephen McHattie, John Bregar, Eva Link, Jennie Esnard, Douglass Kidd, Sandye Wilson, Jason Hook",,,2017,R,100 min,"Horror, Suspense","Follows a down-on-their-luck couple young who discover a serial killer's film reels. They decide to take the law into their own hands, risking everything for the chance at a $100,000 reward. It isn't long until they find themselves in the killer's lethal cross-hairs."
s7654,Movie,ARMS OF MY ENEMY,Micha Wald,"Adrian Jolivet, Gregoire Colin, Mylene St-Saveur",,,2007,R,113 min,"Drama, International","Four men living in Eastern Europe in 1856 get caught up in tales of thievery, murder and revenge."
s7655,Movie,All Things Bright and Beautiful,Barry Devlin,"Tom Wilkinson, Ciaran Fitzgerald, Gabriel Byrne",,,1994,13+,86 min,Drama,"County Tyrone, Northern Ireland. 1954 is the year of special devotion to Our Lady. When Barry's prayers to her are mistaken for a two-way conversation, the result is a wave of religious hysteria. Barry's father must rescue him from the worship of the village folk and the ambitions of Father McAteer."
s7656,Movie,Three Roses,Parameswar,"Rambha, Jyothika, Laila, Vivek",,,2003,ALL,122 min,"Action, Comedy, Drama","When Charulatha, Nandhu and Pooja return from abroad, they find out that their friend has been arrested for travelling on a fake passport. After learning that she is innocent, they decide to help her."
s7657,Movie,The White Orchid,Steve Anderson,"Olivia Thirlby, John Carroll Lynch, Jennifer Beals",,,2018,18+,88 min,"Horror, Suspense","A shy Social Services investigator is reluctantly assigned to an unsolved, small-town homicide case. Taking both personal and professional chances, she slowly assumes the identity of the enigmatic blond victim - known only as ""The White Orchid"" - in hopes of solving the mysterious murder."
s7658,Movie,The Flock,Andrew Lau,"Richard Gere, Claire Danes, KaDee Strickland, Ray Wise",,,2007,R,105 min,"Drama, Suspense","This film is about a hyper-vigilant employee of the department of public safety who, while training his young female replacement, has to track down a missing girl who he is convinced is connected to a paroled sex offender he is investigating."
s7659,Movie,Reunion of Champions,Damion Damaske,"Markesha Chatfield, Stephanie Wong, John F. Thomas, Nick Theurer, Damion Damaske, Edmund Kwan",,,2021,16+,76 min,"Comedy, Drama, Science Fiction","A quirky dramedy about a group of diverse fighters with special abilities who once saved the world from a great evil, who then reunite years later while coping with the mundane existential ennui of crumbling marriages, unfulfilling jobs, and drug abuse. Best described as Mortal Kombat meets The Big Chill."
s7660,Movie,Pioneer,Erik Skjoldbjærg,"Aksel Hennie, Wes Bentley, Stephanie Sigman",,,2014,R,111 min,"Action, Adventure, Suspense","Set at the beginning of the Norwegian oil boom, authorities aim to bring the 500 meter deep oil ashore. Petter and his brother Knut, have the courage to take on mission, but a tragic accident occurs. Petter realizes that his life is at stake."
s7661,Movie,Neela Malargal,Krishnan-Panju,"Kamal Haasan, Sridevi, Major Sundarrajan, K. R. Vijaya",,,1979,ALL,127 min,Drama,"Kannan, a little boy with a heart of gold, befriends Meena, a girl with visual impairment. When he falls terminally ill one day, he resolves to pledge his eyes to Meena."
s7662,Movie,Kalathur Gramam,Saran K Advaithan,"Kishore, Yagna Shetty, Mithun kumar, Sulile Kumar",,,2017,13+,132 min,"Action, Drama","In the village of Kalathur Granam, a father and son have been in a dispute for three decades."
s7663,Movie,Cruel Train,Malcolm McKay,"David Suchet, Saskia Reeves, Adrian Dunbar, Minnie Driver",,,1996,18+,99 min,Drama,"Based on Émile Zola's La Bête Humaine, this stylish film noir is set in Britain during the Blitz. Ruben Roberts discovers he owes everything - job and home - to the sexual favors forced upon his wife by her rich and powerful godfather. Assisted by his wife, Ruben murders him on the Brighton Express. A witness has to be silenced..."
s7664,Movie,Count Dracula,Philip Saville,"Louis Jourdan, Frank Finlay, Susan Penhaligon, Jack Shepherd, Bosco Hogan",,,1977,16+,150 min,"Drama, Horror","In the year 1890 Jonathan Harker, a young solicitor, travels to Transylvania to deliver the deeds of a London house to its new owner, Count Dracula. In doing so, he begins a journey that becomes the stuff of nightmares. This eerie, erotic adaptation of Bram Stoker's classic tale of horror, desire and the undead was nominated for three Baftas in its year of transmission."
s7665,Movie,Copenhagen,Howard Davies,"Stephen Rea, Daniel Craig, Francesca Annis",,,2002,13+,90 min,Drama,"Based on the acclaimed stage play by Michael Frayn. Long after their deaths, Neils Bohr and Werner Heisenberg look back on their 1941 meeting in occupied Copenhagen. Old friends, Bohr and Heisenberg revolutionized physics in the 1920s but by 1941 were on opposing sides in the Second World War. The meeting was awkward and fraught with danger so why did Heisenberg return?"
s7666,Movie,Alaigal Oivathillai,Bharathiraja,"Karthik, Radha, Thiagarajan, Silk Smitha",,,1981,ALL,131 min,"Drama, Romance","Vichu, a Hindu boy, and Mary, a Christian girl, fall in love with each other. However, when Vichu asks for Mary's hand in marriage, her brother arranges for her to marry someone else."
s7667,Movie,The Whistleblower,Larysa Kondracki,"Rachel Weisz, Vanessa Redgrave, Monica Bellucci, David Strathairn, Benedict Cumberbatch, Liam Cunningham, Luke Treadaway","Canada, Germany",,2011,R,112 min,"Action, Drama, Suspense","This ripped-from-the-headlines thriller is inspired by actual events. Kathy Bolkovac (Rachel Weisz), a Nebraskan police officer, takes a job as a peacekeeper in post-war Bosnia. Her expectations of helping to rebuild a devastated country are dashed when she uncovers a dangerous reality of corruption, cover-up and intrigue amid a world of private contractors and multinational diplomatic doubletalk."
s7668,Movie,Spiked,Juan Martinez Vera,"Aidan Quinn, Deirdre Lovejoy, Carlos Gomez, Danay Garcia, Wendy Makkena, Lovensky Jean-Baptiste, Walter Belenky, Sal Lopez, Christopher Rich",,,2021,18+,92 min,"Action, Drama","Inspired by the real-life events surrounding a US border town newspaper publisher, the local chief of police, and the murder of a migrant worker that escalated into a feud that lead to the blurring of the truth and a dirty fight for justice."
s7669,Movie,Mulberry Street,Jim Mickle,"Nick Damici, Kim Blair",,,2008,R,84 min,"Horror, Suspense","The city that never sleeps may shut its eyes for good when a deadly infection turns its residents to savage creatures. There is only hope for a small few, including six recently evicted tenants who must protect their crumbling apartment complex as the city around them is thrown into chaos."
s7670,Movie,Mr. Wise Guy,William Nigh,,,,1942,7+,70 min,"Comedy, Drama","Sent to reform school after getting into trouble, the East Side Kids have to escape and help find the real killer responsible for the murder that has been unfairly blamed on Danny's brother."
s7671,Movie,Lower Learning,Mark Lafferty,"Rob Corddry, Jason Biggs, Eva Longoria Parker",,,2008,R,95 min,Comedy,"Welcome to Geraldine Ferraro Elementary, where the teachers are drunk, lazy, or psychotic, every child has been left behind, and burned-out Vice Principal Tom Willoman (Jason Biggs) is barely holding on."
s7672,Movie,Ju-On: The Grudge,Shimizu Takashi,"Okina Megumi, Ito Misaki, Uehara Misa, Ichikawa Yui",,,2004,R,92 min,Horror,"An eerie tale of a family who is brutally killed in their own home, leaving behind an evil spirit lurking in the shadows. When an unknowing homecare worker enters, the spirit is awakened and a terrifying chain of events begins."
s7673,Movie,Falling for Destiny,Thomas Brecheisen,"Caresse King, Zach Kieft, Paige Lauren Billiot, Michael O'Neal",,,2020,16+,95 min,"Romance, Science Fiction, Suspense","Stuck in a bad relationship, a directionless twentysomething meets someone new and thinks life is turning around. But when a window into the future shows her that the relationship will end in tears, it seems she's fated for heartbreak. Refusing to accept that she only has one future, she resolves to use her newfound access to the time stream to change her own destiny."
s7674,Movie,Delicatessen,"Jean-Pierre Jeunet, Marc Caro","Dominique Pinon, Marie-Laure Dougnac, Jean-Claude Dreyfus, Karin Viard, Rufus, Ticky Holgado, Jean-Francois Perrier",,,1992,R,99 min,"Comedy, Drama",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
s7675,Movie,Crimes of the Heart,Bruce Beresford,"Diane Keaton, Jessica Lange, Sissy Spacek, Sam Shepard, Tess Harper, David Carpenter, Hurd Hatfield, Beeson Carroll, Jean Willard, Tom Mason, Gregory Eugene Travis, Annie McKnight, Eleanor Eagle, Jessica Ezzell, Natalie Anderson",,,1987,PG-13,105 min,"Comedy, Drama","Three sisters with quite different personalities and lives reunite when the youngest of them, Babe, has just shot her husband. The oldest sister, Lenny, takes care of their grandfather and is turning into an old maid, while Meg, who tries to make it in Hollywood as a singer/actress, has had a wild life filled with many men. Their reunion causes much joy, but also many tensions."
s7676,Movie,Bit,Brad Michael Elmore,"Diana Hopper, Nicole Maines, James Paxton",,,2020,18+,94 min,Horror,"Laurel moves to LA and falls in with a gang of vampires. Not knowing if they want to kill her, befriend her or turn her, she learns to understand the love and dangers of her new and first group of friends."
s7677,Movie,Appuvinte Sathyanweshanam,Sohanlal,"Master Ridhun, A.V.Anoop",,,2019,ALL,104 min,Drama,"Appu in search of Truth' is the story of Appu, a nine year old boy, who is in a moral predicament."
s7678,Movie,"Wrong Place, Wrong Time",Justin Price,"Franziska Schissler, Justin Price, Bianca Stein, Alex Ryan Brown",,,2021,16+,85 min,"Action, Horror, Suspense","An elite team of vigilantes plot to steal 14 billion dollars of laundered money from a notorious mob boss. After being double-crossed, they find refuge in the middle of nowhere with a mysterious family carrying an unsettling secret."
s7679,Movie,Stories We Tell,Sarah Polley,"Pixie Bigelow, Deirdre Bowen, Geoffrey Bowes, John Buchan, Susy Buchan, Tom Butler",,,2013,PG-13,109 min,"Documentary, Drama","Oscar-nominated director Sarah Polley uncovers the secrets buried within a family of storytellers in this ""unmissable"" (Rolling Stone) and ""riveting"" (Los Angeles Times) film."
s7680,Movie,Shall We Play?,Ann Forry,"Matreya Scarrwener, Blake Williams, Jessica McLeod, Michelle Creber",,,2021,16+,87 min,"Horror, Suspense","A troubled teenage girl downloads a new app, 'Shall We Play?' in an attempt to heal her past, but it unconsciously possesses her into the game."
s7681,Movie,Sankarabharanam,Uday Nandanavanam,"Nikhil Siddharth, Nanditha Raj, Anjali",,,2015,13+,153 min,Comedy,"When a man from America goes to India to sell a palace he inherited, he is kidnapped and passed from gang to gang for an increasing ransom."
s7682,Movie,RiffTrax: Frankenstein Island,Jerry Warren,"Michael J. Nelson, Kevin Murphy, Bill Corbett, John Carradine, Robert Clarke, Steve Brodie, Cameron Mitchell, Mystery Science Theater 3000 Guys",,,2012,16+,96 min,"Comedy, Horror, Science Fiction","RiffTrax, the guys who make movies funny, bring their comedic riffing treatment to this cheesy 80's horror classic! When four balloonists crash land on a remote island, one thing is for sure: they have a dog named Melvin! This feature is a parody and contains the movie combined with a comedic commentary by Mike, Kevin and Bill from RiffTrax (former stars of Mystery Science Theater 3000 - MST3K)."
s7683,Movie,My Zoe,Julie Delpy,"Julie Delpy, Daniel Brühl, Gemma Arterton, Sophia Ally, Richard Armitage, Saleh Bakri, Kerem Can, Lindsay Duncan",,,2021,R,102 min,"Drama, Science Fiction","Following a divorce, geneticist Isabelle is trying to rebuild her life. She has a new boyfriend and plans to revitalize her career. But ex-husband James can't accept this and makes her life difficult in the custody battle for their daughter Zoe. When a tragedy strikes, the already broken family's world is shattered...and Isabelle decides to take the girl's fate into her own hands."
