names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Cannonball Run II,07/12/1984 ,55.0,"Action, Comedy","When a wealthy sheikh puts up $1 million in prize money for a cross-country car race, there is one person crazy enough to hit the road hard with wheels spinning fast. Legendary driver J.J McClure enters the competition along with his friend Victor and together they set off across the American landscape in a madcap action-adventure destined to test their wits and automobile skills.","Burt Reynolds, J.J. McClure, Frank Sinatra, Frank Sinatra, Jamie Farr, Sheik, Dom DeLuise, Victor / Chaos, Dean Martin, Blake, Sammy Davis Jr., Fenderbaum, Marilu Henner, Betty, Telly Savalas, Hymie, Shirley MacLaine, Veronica",Cannonball Run II, Released, English,9225817.8,28078073.0,AU
The Spanish Apartment,06/19/2002 ,71.0,"Drama, Comedy, Romance","A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.","Romain Duris, Xavier, Audrey Tautou, Martine, Kelly Reilly, Wendy, Cécile de France, Isabelle, Cristina Brondo, Soledad, Federico D'Anna, Alessandro, Barnaby Metschurat, Tobias, Christian Pagh, Lars, Martine Demaret, Xavier's Mother", L'Auberge espagnole, Released, French,5300000.0,3897799.0,FR
2:22,06/30/2017 ,60.0,"Science Fiction, Mystery, Thriller, Romance","Dylan's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.","Michiel Huisman, Dylan Branson, Teresa Palmer, Sarah, Sam Reid, Jonas, John Waters, Bill, Richard Davies, Inky, Maeve Dermody, Sandy, Kerry Armstrong, Catherine, Simone Kessell, Serena, Remy Hii, Benny",2:22, Released, English,14740000.0,3945729.0,AU
Girl vs. Monster,10/12/2012 ,63.0,"Family, Comedy, Science Fiction, TV Movie",Skylar finds out that her parents are monster hunters after she accidentally releases some monsters from a secret containment chamber; so she and her techno friends must recapture all the monsters and also save her mom and dad from these monsters who are out for revenge.,"Olivia Holt, Skylar Lewis, Jennifer Aspen, Julie Lewis, Kerris Dorsey, Sadie, Katherine McNamara, Myra, Tracy Dawson, Deimata, Brendan Meyer, Henry, Luke Benward, Ryan Dean, Brian Palermo, Steve Lewis, Adam Chambers, Cobb",Girl vs. Monster, Released, English,102780000.0,465150286.8,US
Thunder Monk,04/06/2023 ,40.0,"Action, Comedy","The story of Phra Jued (Oat), a monk with a strange destiny Had to run away from the lightning in a chaotic manner because he had to bind the karma together with the shaman named Pak Pao (Pop) in his previous life. What kind of karma did the puffer do? All karmic results are pushed down to the Buddha image. In addition, the puffer doctor pushed to swear by the lightning. in order to appease the girl who herself flirts again The fresh monk was struck by a cross and struck by lightning as well. Therefore hurried to stop the puffer doctor in order to save himself from death. But the puffer doctor didn't believe it. The chaotic story of the two of them happened. Both the monks and shamans had to run away from the lightning in chaos. Will this mission of Phra Dued be successful or not? will survive from being struck by lightning or not, can be tracked in my lightning ego.","Pramote Pathan, , Pongkool Suebsung, , Sananthachat Thanapatpisal, , Carissa Springett, ", อาตมาฟ้าผ่า, Released, Thai,112800000.0,858637629.0,TH
Star Trek VI: The Undiscovered Country,02/13/1992 ,70.0,"Science Fiction, Action, Adventure, Thriller","After years of war, the Federation and the Klingon empire find themselves on the brink of a peace summit when a Klingon ship is nearly destroyed by an apparent attack from the Enterprise. Both worlds brace for what may be their dealiest encounter.","William Shatner, Captain James T. Kirk, Leonard Nimoy, Mr. Spock, DeForest Kelley, Dr. Leonard McCoy, Christopher Plummer, General Chang, George Takei, Captain Hikaru Sulu, James Doohan, Montgomery Scott, Walter Koenig, Pavel Chekov, Nichelle Nichols, Uhura, Mark Lenard, Sarek",Star Trek VI: The Undiscovered Country, Released, English,27000000.0,96900000.0,AU
Exam,06/19/2009 ,67.0,"Thriller, Mystery",The final candidates for a highly desirable corporate job are locked together in an exam room and given a test so simple and confusing that tension begins to unravel.,"Luke Mably, White, Chukwudi Iwuji, Black, Adar Beck, Dark, Jimi Mistry, Brown, Nathalie Cox, Blonde, Pollyanna McIntosh, Brunette, Gemma Chan, Chinese Girl, John Lloyd Fillingham, Deaf, Colin Salmon, Invigilator",Exam, Released, English,600000.0,394717.0,GB
"Elvira, Mistress of the Dark",09/30/1988 ,65.0,"Horror, Comedy","When her great aunt dies, famed horror hostess Elvira heads for the uptight new England town of Falwell to claim her inheritance of a haunted house, a witch's cookbook and a punk rock poodle. But once the stuffy locals get an eyeful of the scream queen's ample assets, all hell busts out & breaks loose.","Cassandra Peterson, Elvira / Aunt Morgana Talbot, William Morgan Sheppard, Vincent Talbot, Daniel Greene, Bob Redding, Edie McClurg, Chastity Pariah, Susan Kellermann, Patty, Jeff Conaway, Travis, Ellen Dunning, Robin Meeker, Ira Heiden, Bo, Scott Morris, Sean","Elvira, Mistress of the Dark", Released, English,7500000.0,5596267.0,US
Toc Toc,09/01/2017 ,71.0,Comedy,Toc Toc follows the adventures and misadventures of a group of patients with OCD dated at the same time.,"Alexandra Jiménez, Blanca, Paco León, Emilio, Rossy de Palma, Ana María, Oscar Martínez, Federico, Inma Cuevas, Tiffany, Adrián Lastra, Otto, Nuria Herrero, Lili, Ana Rujas, Natalia, Carolina Lapausa, Rocío",Toc Toc, Released," Spanish, Castilian",105200000.0,558301701.8,ES
The True Story of Puss 'n Boots,04/01/2009 ,46.0,"Family, Adventure, Animation","A free adaptation of Charles Perrault's famous Puss'n Boots, ""The True Story of Puss'n Boots"" is a story for young and old for the first time on cinema screens.","Jérôme Deschamps, Le chat, Yolande Moreau, La reine, Louise Wallon, La princesse, Arthur Deschamps, Petit Prince, Jean-Claude Bolle-Reddat, Le chambellan", La véritable histoire du Chat Botté, Released, French,139500000.0,626174185.2,FR
The 9th Precinct,08/29/2019 ,60.0,"Fantasy, Thriller, Crime",An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,"Roy Chiu, Chen Chia-Hao, Chen-Ling Wen, Hsueh, Eugenie Liu, Chang Ju-Hsin, Peng Chia-chia, Mr. Chang, Blaire Chang, Huang Ya-Hui, Heaven Hai, Madam Chen, Tiger Wang, , Mario Pu, police, Yann Yann Yeo, Sun Yu-Shu", 第九分局, Released, Chinese,1413543.0,1862261.0,TW
Crows Zero II,04/11/2009 ,73.0,"Action, Thriller","Genji and his victorious G.P.S. alliance find themselves facing down a new challenge by the students of Hosen Academy, feared by everyone as 'The Army of Killers.' The two schools, in fact, have a history of bad blood between them. And the simmering embers of hatred are about to flare up again, burning away any last remnants of the truce they had so rigorously observed until now.","Shun Oguri, Genji Takaya, Takayuki Yamada, Tamao Serizawa, Kenta Kiritani, Tokio Tatsukawa, Meisa Kuroki, Luca Aizawa, Kyosuke Yabe, Ken Katagiri, Sousuke Takaoka, Shun Izaki, Tsutomu Takahashi, Takashi Makise, Kaname Endô, Yuji Tokaji, Suzunosuke Tanaka, Chuta Tamura", クローズZERO II, Released, Japanese,57600000.0,763439177.6,JP
Black Mirror: Bandersnatch,12/28/2018 ,68.0,"Science Fiction, Mystery, Drama, Thriller, TV Movie","In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.","Fionn Whitehead, Stefan Butler, Craig Parkinson, Peter Butler, Alice Lowe, Dr. Haynes, Will Poulter, Colin Ritman, Asim Chaudhry, Mohan Tucker, Tallulah Haddon, Kitty, Alan Asaad, Satpal, Catriona Knox, Leslie, Paul Bradley, Robin",Black Mirror: Bandersnatch, Released, English,106000000.0,642281748.6,GB
I'll Take Your Dead,09/27/2018 ,63.0,"Horror, Crime, Drama","William has a simple job: he makes dead bodies disappear. His daughter Gloria has become used to rough-looking men dropping off corpses, and is even convinced that some of them are haunting their house.","Aidan Devine, William, Ava Preston, Gloria, Jess Salgueiro, Jackie, Brandon McKnight, Carter, Michael Reventar, Diaz, Ari Millen, Reggie, Moe Jeudy-Lamour, Demarco, Tavaree Daniel-Simms, Bodie, Raffaele Brereton, T-Dogg",I'll Take Your Dead, Released, English,130000000.0,337207933.8,CA
Violet Perfume,03/11/2001 ,78.0,Drama,"A poignant and moving urban drama, focusing on the growing problem of sexual assault in Mexico City. Director Sistach fictionalizes the true story of a friendship between two adolescent girls which is torn apart when one of them is brutally raped.","Ximena Ayala, Yessica, Nancy Gutiérrez, Miriam, Arcelia Ramírez, Alicia, madre de Miriam, María Rojo, Madre de Yessica, Luis Fernando Peña, Jorge, Gabino Rodríguez, Héctor, Pablo Delgado, Juan, Eligio Meléndez, Padrastro de Yessica, Rosario Zúñiga, Prefecta", Nadie te oye: perfume de violetas, Released," Spanish, Castilian",101400000.0,569937260.2,MX
Darker Shades of Summer,06/05/2023 ,0.0,"Thriller, Romance","At a swingers retreat, a couple will undergo the ultimate test in the tense erotic thriller.","Danielle Scott, Summer Brookes, May Kelly, Steph, Chrissie Wunna, DiDi, Stephen Staley, Dylan Brookes, Jack Ilco, Simon, Kelly Rian Sanson, Mya, Abbie Knight, Claire, Daniel Godfrey, Tom, Lucas Paternott, ",Darker Shades of Summer, In Production, English,241940000.0,178359863.0,GB
The Quest,04/26/1996 ,61.0,"Action, Adventure","Ghang-gheng, the ancient winner-take-all competition in which the deadliest fighters from around the world employ the most spectacular feats of martial arts skills ever displayed in order to win the prized Golden Dragon. But fighting prowess alone will not be enough for Chris to triumph over such daunting foes.","Jean-Claude Van Damme, Christopher Dubois, Roger Moore, Lord Edgar Dobbs, James Remar, Maxie Devine, Jack McGee, Harry Smythe, Louis Mandylor, Riggi, Ryan Cutrona, Officer O'Keefe, Ze'ev Revach, Turk Captain, Janet Gunn, Carrie Newton, Aki Aleong, Khao",The Quest, Released, English,30000000.0,57400547.0,US
The Visitors II: The Corridors of Time,02/11/1998 ,60.0,"Comedy, Fantasy","The sequel to The Visitors reunites us with those lovable ruffians from the French Medieval ages who - through magic - are transported into the present, with often drastic consequences. Godefroy de Montmirail travels to today to recover the missing family jewels and a sacred relic, guarantor of his wife-to-be's fertility. The confrontation between Godefroy's repellent servant Jack the Crack and his descendent, the effete Jacquart, present-day owner of the chateau, further complicates the matter.","Christian Clavier, Jacquouille la Fripouille / Jacques-Henri Jacquard / Prosper le Purineur / Jacouillet, Jean Reno, Comte Godefroy de Montmirail, dit Godefroy le Hardi, Muriel Robin, Frénégonde / Béatrice, Marie-Anne Chazel, Ginette, Christian Bujeau, Jean-Pierre Goulard, Claire Nadeau, Cora de Montmirail, Armelle, Pétronille, Jean-Luc Caron, Ganelon, Patrick Burgel, Duc Fulbert", Les Couloirs du Temps : Les Visiteurs II, Released, French,23030000.0,66000000.0,FR
Wicker Park,12/09/2004 ,69.0,"Drama, Mystery, Romance, Thriller","Matthew, a young advertising executive in Chicago, puts his life and a business trip to China on hold when he thinks he sees Lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day.","Josh Hartnett, Matthew, Rose Byrne, Alex, Matthew Lillard, Luke, Diane Kruger, Lisa, Christopher Cousins, Daniel, Jessica Paré, Rebecca, Vlasta Vrana, Jeweller, Amy Sobol, Ellie, Ted Whittall, Walter",Wicker Park, Released, English,30000000.0,21577076.0,AU
Flux Gourmet,09/08/2022 ,57.0,"Drama, Comedy, Horror","At an institute devoted to culinary and alimentary performance, a collective finds themselves embroiled in power struggles, artistic vendettas and gastrointestinal disorders.","Asa Butterfield, Billy Rubin, Gwendoline Christie, Jan Stevens, Ariane Labed, Lamina Propria, Fatma Mohamed, Elle di Elle, Makis Papadimitriou, Stones, Richard Bremmer, Dr. Glock, Leo Bill, Technical Assistant Wim, Sara Dee, After Dinner Voice, Ingrid Evans, After Dinner Voice",Flux Gourmet, Released, English,149000000.0,250984619.6,AU
Support Your Local Sheriff!,03/26/1969 ,70.0,"Comedy, Western","A quick-witted drifter wanders into a lawless town in the midst of a gold rush. Shocked by the prices of food and meals he reluctantly takes the job of sheriff by amazing the Mayor with his lightning quick, dead eye pistol accuracy. He makes the town council know that he is really just passing through on his way to Australia and he will pull up and leave anytime he chooses (including at the first sign of real trouble). His first day on the job he takes on the biggest, meanest ranching family and meets his klutzy love interest.","James Garner, Jason McCullough, Joan Hackett, Prudy Perkins, Walter Brennan, Pa Danby, Harry Morgan, Olly Perkins, Jack Elam, Jake, Henry Jones, Henry Jackson, Bruce Dern, Joe Danby, Willis Bouchey, Thomas Devery, Gene Evans, Tom Danby",Support Your Local Sheriff!, Released, English,86600000.0,738466833.4,US
Los verduleros 2,07/02/1987 ,65.0,Comedy,"Two police officers decide to open a police academy where many applicants are enrolled, most of them stupid and without powers.","Alfonso Zayas, Roberto, Lina Santos, Rocío, Luis de Alba, Juan Camaney, Maribel Fernández, La Pelangocha, César Bono, , Yirah Aparicio, ",Los verduleros 2, Released," Spanish, Castilian",100000000.0,246367071.0,MX
My Student's Mom,08/11/2016 ,36.0,Romance,"Gyeong-soo and Jeong-min used to be the happiest couple in the world. However, Jeong-min is left home alone after her husband leaves to the regional area for a lengthy business trip. While she tries to deal with her lonely feelings, her son’s tutor Min-hyeok starts flirting with her hard. And although Jeong-min knows she shouldn’t, she starts being attracted to Min-hyeok more and more. Meanwhile, Gyeong-soo finds his place in a boarding house in the regional district and starts getting attracted to the owner of the board house, who is a single mother with a young daughter.","Lee Soo-min, Kyeong-soo  (경수), Park Hyun-jung, Jeong-min  (정민), Kim Jin-seo, Soo-jeong  (수정), Park Do-jin, Min-hyeok  (민혁), Baek Se-ri, Hyeon-joo (현주), Kim Seok-ho, Kang-woo  (강우), Han I-soo, Hyo-in (효인), Park Sya-ron, Se-yeong (세영), Song-bi, Kang-woo's wife (강우부인)", 내 학생의 엄마, Released, Korean,47270000.0,329856760.8,KR
Big Mäck: Gangsters and Gold,01/20/2023 ,69.0,Documentary,"A man is convicted of a robbery he didn’t commit and spends nine years in jail. Decades later, he becomes a suspect again — but is he still innocent?",, Big Mäck: Gangster und Gold, Released, German,111600000.0,767228967.6,DE
Ace Ventura Jr: Pet Detective,06/01/2009 ,34.0,"Comedy, Family, Adventure, Crime","""I will try to be normal"" 12-year-old Ace Ventura Jr. promises. Thats cool, except whats normal for him is finding missing mutts, kidnapped kitties or gone gators and creating hilarious chaos every step of the way.","Josh Flitter, Ace Ventura Jr., Emma Lockhart, Laura, Art LaFleur, Russell Hollander, Reed Alexander, Quenton Pennington, Jr., William Haze, Magician, Cullen Douglas, Dr. Sickinger, Ann Cusack, Melissa Ventura, Ralph Waite, Grandpa Ventura, Jessica Blackmore, Assistant with White Horse",Ace Ventura Jr: Pet Detective, Released, English,7500000.0,1240261.6,AU
