names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Chocolat,02/14/2001 ,70.0,"Comedy, Drama, Romance","A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them, as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river, the prejudice of the Mayor leads to a crisis.","Juliette Binoche, Vianne Rocher, Alfred Molina, Count Paul de Reynaud, Johnny Depp, Roux, Judi Dench, Armande Voizin, Leslie Caron, Mrs. Audel, Carrie-Anne Moss, Caroline Clairmont, Aurelien Parent Koenig, Luc Clairmont, Lena Olin, Josephine Muscat, Peter Stormare, Serge Muscat",Chocolat, Released, English,25000000.0,152500343.0,AU
App,04/03/2013 ,51.0,Thriller,"A young psychology student is drawn into the dark and fearful world of a diabolic and mysterious App that starts to terrorize her, distributing compromising photographs, videos and text messages about herself and delves deeper and deeper into her personal life, flawlessly exposing all of her deepest secrets.","Hannah Hoekstra, Anna Rijnders, Isis Cabolet, Sophie Welts, Robert de Hoog, Tim Maas, Jeroen Spitzenberger, Jerry, Matthijs van de Sande Bakhuyzen, Daan Thijsse, Alex Hendrickx, Stijn Rijnders, Mark van Eeuwen, Sim, Patrick Martens, Henry, Harry van Rijthoven, Doctor Carlo",App, Released," Dutch, Flemish",2000000.0,3280243.8,NL
Fire with Fire,08/31/2012 ,57.0,"Action, Crime, Drama, Thriller",A fireman takes an unexpected course of action when a man whom he's been ordered to testify against—after being held up at a local convenience store—threatens him.,"Josh Duhamel, Jeremy Coleman, Bruce Willis, Mike Cella, Rosario Dawson, Talia Durham, Vincent D'Onofrio, Neil Hagan, 50 Cent, Lamar, Richard Schiff, Harold Gethers, Vinnie Jones, Boyd, James Lesure, Craig, Arie Verveen, Darren",Fire with Fire, Released, English,20000000.0,2500277.0,US
Wet Dream: Prostitute Woman,04/09/2020 ,70.0,Romance,"Sang-hee feels lonely whenever she sees her drunkard husband… Whenever her husband comes home late, she is being comforted by Min-gi, the character in the video. Then one day, she learns about a man named Lewis from a business card her friend Mi-yeon gave her, and strange things happen to Sang-hee’s life. Dong-seok, her husband, started to think weirdly about Sang-hee, and Min-gi worries about her because she’s been saying strange things. Unaware who’s telling the truth, Sang-hee is in denial with what’s real, saying that all of this is just a dream.  Louis seems to know the situation… Who’s telling the truth… It comes out one by one…","Ahn So-hee, Sang-hee, Jo Wan-jin, Dong-seok, Shin Yeon-woo, , Sae Bom, , Min Do-yoon, Louis, Lee Soo, Mi-yeon", 몽정: 파는 여자, Released, Korean,105740523.8,345465556.8,KR
Lawa,03/03/2023 ,20.0,Thriller,A young videographer uses his camera to capture intimate moment of lovers visiting a beautiful and peaceful lake. He uses the captured videos for his own benefit of earning cash. It's just a matter of time until his dark practice will be revealed and dealt with accordingly.,"Sean de Guzman, , Cara Gonzales, , Jela Cuenca, , Josef Elizalde, , Julia Bersana, , Shiela Snow, , Millen Gal, , Thor Gomez, , Ardy Raymundo, ",Lawa, Released, Tagalog,12001040.0,38139010.0,PH
My Friend Dahmer,10/03/2018 ,66.0,"Drama, Crime","Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms, edging closer to the serial killer he was to become.","Ross Lynch, Jeffrey Dahmer, Alex Wolff, John 'Derf' Backderf, Anne Heche, Joyce Dahmer, Dallas Roberts, Lionel Dahmer, Liam Koeth, Dave Dahmer, Nancy Telzerow, Carol Backderf, Tommy Nelson, Neil, Harrison Holzer, Mike, Sydney Ozerov-Meyer, Bridget",My Friend Dahmer, Released, English,47660000.0,1361611.0,AU
The 7th Voyage of Sinbad,12/23/1958 ,69.0,"Action, Adventure, Family, Fantasy","When a princess is shrunken by an evil wizard, Sinbad must undertake a quest to an island of monsters to cure her and prevent a war.","Kerwin Mathews, Sinbad, Kathryn Grant, Princess Parisa, Torin Thatcher, Sokurah the Magician, Richard Eyer, Barani the Genie, Alec Mango, Caliph, Danny Green, Karim, Harold Kasket, Sultan, Alfred Brown, Harufa, Nana DeHerrera, Sadi",The 7th Voyage of Sinbad, Released, English,650000.0,257720413.2,US
The Promise,04/21/2017 ,69.0,"History, Romance, Drama","Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.","Oscar Isaac, Mikael Boghosian, Charlotte Le Bon, Ana Khesarian, Christian Bale, Chris Myers, Daniel Giménez Cacho, Reverend Dikran Antreassian, Tom Hollander, Garin, Shohreh Aghdashloo, Marta Boghosian, Rade Šerbedžija, Stephan, Marwan Kenzari, Emre Ogan, Angela Sarafyan, Maral",The Promise, Released, English,90000000.0,10551417.0,US
Crocodile Dundee II,02/23/1989 ,58.0,"Adventure, Comedy",Australian outback expert protects his New York love from gangsters who've followed her down under.,"Paul Hogan, Michael J. 'Crocodile' Dundee, Linda Kozlowski, Sue Charlton, John Meillon, Walter Reilly, Ernie Dingo, Charlie, Charles S. Dutton, Leroy Brown, Hechter Ubarry, Luis Rico, Juan Fernández, Miguel, Luis Guzmán, Jose, Stephen Root, DEA Agent (Toilet)",Crocodile Dundee II, Released, English,14000000.0,239606210.0,AU
Detective Conan: The Last Wizard of the Century,04/17/1999 ,72.0,"Animation, Thriller, Mystery","Kaitou Kid dares to challenge the police once more, setting his sights on the Russian Imperial Easter Egg. With the date, time, and place, the Osaka police force scrambles to stop him. But this time, Kid may have bitten off more than he can chew—Conan Edogawa, Heiji Hattori, and numerous others are also trying to get their hands on the jeweled egg.","Minami Takayama, Conan Edogawa (voice), Kappei Yamaguchi, Shinichi Kudo / Kaito Kuroba (voice), Wakana Yamazaki, Ran Mori (voice), Akira Kamiya, Kogoro Mori (voice), Kenichi Ogata, Dr. Agatha (voice), Naoko Matsui, Suzuki Sonoko (voice), Ryou Horikawa, Hattori Heiji (voice), Megumi Hayashibara, Ai Haibara (voice), Chafurin, Detective Juzo Megure (voice)", 名探偵コナン 世紀末の魔術師, Released, Japanese,3768000.0,22951145.0,JP
Satan's Slaves,09/28/2017 ,68.0,"Horror, Mystery","After the death of Rini's mother, something is disturbing her family.","Tara Basro, Rini Suwono, Endy Arfian, Toni, Nasar Anuz, Bondi, M. Adhiyat, Ian, Ayu Laksmi, Mawarni Suwono, Bront Palarae, Suwono, Elly D. Luthan, Rini's Grandmother, Arswendi Nasution, Ustad, Dimas Aditya, Hendra", Pengabdi Setan, Released, Indonesian,147983.0,235836556.2,ID
Fragile,10/14/2005 ,65.0,"Horror, Thriller, Mystery","Haunted by memories of a patient's death, a nurse  takes a job at an antiquated hospital for children. Soon she learns that the kids fear a ghost that prowls the floors and will not allow anyone to leave. Amy tries to protect them and convince the other staffers of the evil that lurks there.","Calista Flockhart, Amy Nicholls, Richard Roxburgh, Robert Marcus, Elena Anaya, Helen Perez, Gemma Jones, Mrs. Folder, Colin McFarlane, Roy, Yasmin Murphy, Maggie, Michael Pennington, Marcus, Daniel Ortiz, Matt, Ivana Baquero, Mandy",Fragile, Released, English,73500000.0,422567635.4,US
Personal Shopper,06/15/2016 ,59.0,"Drama, Mystery, Thriller","Maureen, mid-20s, is a personal shopper for a media celebrity. The job pays for her stay in Paris, a city she refuses to leave until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.","Kristen Stewart, Maureen Cartwright, Lars Eidinger, Ingo, Sigrid Bouaziz, Lara, Anders Danielsen Lie, Erwin, Ty Olwin, Gary, Hammou Graïa, Police Officer, Nora Waldstätten, Kyra Gellman, Benjamin Biolay, Victor Hugo, Audrey Bonnet, Cassandre",Personal Shopper, Released, English,6400000.0,3804977.0,AU
Vengeance,07/29/2022 ,67.0,"Thriller, Mystery, Comedy",A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,"B.J. Novak, Ben Manalowitz, Boyd Holbrook, Ty Shaw, J. Smith-Cameron, Sharon Shaw, Issa Rae, Eloise, Ashton Kutcher, Quentin Sellers, Lio Tipton, Abilene Shaw, Dove Cameron, Kansas City Shaw, Isabella Amara, Paris Shaw, Eli Bickel, El Stupido Shaw",Vengeance, Released, English,85017249.0,4225720.0,US
Young and Wild,03/29/2012 ,64.0,"Comedy, Drama","Daniela, raised in the bosom of a strict Evangelical family and recently unmasked as a fornicator by her shocked parents, struggles to find her own path to spiritual harmony.","Alicia Rodríguez, Daniela Ramírez, María Gracia Omegna, Antonia, Felipe Pinto, Tomás, Ingrid Isensee, Isabel (aunt), Aline Küppenheim, Teresa, Alejandro Goic, Raimundo (dad), Tomás de Pablo, Cristóbal (Young brother), Pablo Krögh, Josué (TV Network Owner), Hernán Lacalle, Pastor Simón", Joven y alocada, Released," Spanish, Castilian",115500000.0,365470598.0,CL
Witness for the Prosecution,12/17/1957 ,82.0,"Drama, Mystery, Crime","When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.","Charles Laughton, Sir Wilfrid Robarts, Tyrone Power, Leonard Vole, Marlene Dietrich, Christine Vole, Elsa Lanchester, Miss Plimsoll, John Williams, Brogan-Moore, Ian Wolfe, Carter, Torin Thatcher, Mr. Myers, Norma Varden, Emily Jane French, Henry Daniell, Mayhew",Witness for the Prosecution, Released, English,3000000.0,9000000.0,US
Just My Luck,05/12/2006 ,61.0,"Comedy, Drama, Family, Fantasy, Romance","Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.","Lindsay Lohan, Ashley Albright, Chris Pine, Jake Hardin, Samaire Armstrong, Maggie, Bree Turner, Dana, Faizon Love, Damon Phillips, Missi Pyle, Peggy Braden, Makenzie Vega, Katy, Carlos Ponce, Antonio, Danny Jones, Danny Jones",Just My Luck, Released, English,28000000.0,38159905.0,US
"Promiscuity, the Street Kids of Katia",04/30/1984 ,56.0,Drama,A story of a young woman who is cheating her impotent husband with the surrounding teenagers.,"Ênio Gonçalves, , Cristina Martinez, , Sérgio Hingst, , Daliléia Ayala, , Livi Bianco, , Rubens Pignatari, , André Loureiro, , Mara Carmem, , Malcolm Carlos Costa, "," Promiscuidade, os Pivetes de Kátia", Released, Portuguese,96800000.0,266160413.6,BR
What Lies Beneath,11/02/2000 ,64.0,"Drama, Horror, Mystery, Thriller","When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.","Harrison Ford, Dr. Norman Spencer, Michelle Pfeiffer, Claire Spencer, Diana Scarwid, Jody, James Remar, Warren Feur, Miranda Otto, Mary Feur, Ray Baker, Dr. Stan Powell, Wendy Crewson, Elena, Amber Valletta, Madison Elizabeth Frank, Katharine Towne, Caitlin Spencer",What Lies Beneath, Released, English,90000000.0,288693989.0,AU
Dazed and Confused,05/27/1994 ,73.0,Comedy,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.","Jason London, Randall ""Pink"" Floyd, Joey Lauren Adams, Simone Kerr, Matthew McConaughey, David Wooderson, Rory Cochrane, Ron Slater, Milla Jovovich, Michelle Burroughs, Shawn Andrews, Kevin Pickford, Adam Goldberg, Mike Newhouse, Anthony Rapp, Tony Olson, Sasha Jenson, Don Dawson",Dazed and Confused, Released, English,6900000.0,7961889.0,AU
Life After Beth,08/15/2014 ,55.0,"Romance, Comedy, Horror","Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...","Aubrey Plaza, Beth Slocum, Dane DeHaan, Zach Orfman, John C. Reilly, Maury Slocum, Molly Shannon, Geenie Slocum, Cheryl Hines, Judy Orfman, Paul Reiser, Noah Orfman, Matthew Gray Gubler, Kyle Orfman, Anna Kendrick, Erica Wexler, Eva La Dare, Pearline",Life After Beth, Released, English,2400000.0,88273.0,US
Ransom,11/14/1996 ,67.0,"Action, Thriller","When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.","Mel Gibson, Tom Mullen, Rene Russo, Katherine Mullen, Gary Sinise, Det. Jimmy Shaker, Delroy Lindo, Agent Lonnie Hawkins, Lili Taylor, Maris, Brawley Nolte, Sean Mullen, Liev Schreiber, Clark Barnes, Donnie Wahlberg, Cubby Barnes, Evan Handler, Miles Roberts",Ransom, Released, English,70000000.0,308700000.0,AU
The Operative,04/01/2020 ,58.0,"Drama, Thriller",A young Western woman is recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler and her subject.,"Diane Kruger, Rachel, Martin Freeman, Thomas, Cas Anvar, Farhad, Werner Daehn, Röska, Liron Levo, Dan, Hadi Khanjanpour, Owner E-Store, Maria Gnecchi, Italian Woman, Erez Ben-Ezra, Bodyguard, Julia Schneider, German Woman",The Operative, Released, English,4570000.0,1431904.0,AU
Judgment at Nuremberg,02/15/1985 ,80.0,"Drama, History, War","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","Spencer Tracy, Dan Haywood, Burt Lancaster, Ernst Janning, Richard Widmark, Tad Lawson, Marlene Dietrich, Mrs. Bertholt, Maximilian Schell, Hans Rolfe, Judy Garland, Irene Hoffman Wallner, Montgomery Clift, Rudolph Petersen, William Shatner, Harrison Byers, Werner Klemperer, Emil Hahn",Judgment at Nuremberg, Released, English,3000000.0,10000000.0,AU
Chitty Chitty Bang Bang,12/19/1968 ,68.0,"Family, Music, Adventure, Fantasy, Comedy","A hapless inventor finally finds success with a flying car, which a dictator from a foreign government sets out to take for himself.","Dick Van Dyke, Caractacus Potts, Sally Ann Howes, Truly Scrumptious, Lionel Jeffries, Grandpa Potts, Gert Fröbe, Baron Bomburst, Anna Quayle, Baroness Bomburst, Benny Hill, Toymaker, James Robertson Justice, Lord Scrumptious, Robert Helpmann, Child Catcher, Barbara Windsor, Blonde",Chitty Chitty Bang Bang, Released, English,10000000.0,253136523.6,AU
Bingo Hell,10/01/2021 ,49.0,"Thriller, Horror","In the Barrio of Oak Springs live a strong and stubborn group of elderly friends who refuse to be gentrified. Their leader, Lupita, keeps them together as a community, a family. But little did they know, their beloved Bingo hall is about to be sold to a much more powerful force than money itself.","Adriana Barraza, Lupita, L. Scott Caldwell, Dolores, Joshua Caleb Johnson, Caleb, Richard Brake, Mr. Big, Clayton Landey, Morris, Jonathan Medina, Eric, Bertila Damas, Yolanda, Grover Coulson, Clarence, David Jensen, Mario",Bingo Hell, Released, English,92400000.0,861755301.0,US
Lone Wolf McQuade,04/15/1983 ,65.0,"Action, Crime","The archetypical renegade Texas Ranger wages war against a drug kingpin with automatic weapons, his wits and martial arts after a gun battle leaves his partner dead. All of this inevitably culminates in a martial arts showdown between the drug lord and the ranger, and involving the woman they both love.","Chuck Norris, J.J. McQuade, David Carradine, Rawley Wilkes, Barbara Carrera, Lola Richardson, Leon Isaac Kennedy, Jackson, Robert Beltran, Kayo, L.Q. Jones, Dakota, Dana Kimmell, Sally McQuade, R. G. Armstrong, T. Tyler, Jorge Cervera Jr., Jefe",Lone Wolf McQuade, Released, English,5000000.0,12232628.0,US
Scooby-Doo! and the Legend of the Vampire,05/23/2003 ,72.0,"Family, Animation, Comedy, Fantasy, Music, Mystery","The Yowie Yahoo starts kidnapping musicians at a concert attended by Scooby and the gang in Vampire Rock, Australia.","Casey Kasem, Shaggy (voice), Jane Wiedlin, Dusk (voice), Nicole Jaffe, Velma (voice), Jennifer Hale, Thorn / Queen (voice), Frank Welker, Scooby-Doo / Fred (voice), Heather North, Daphne (voice), Jeff Bennett, Jasper Ridgeway / Jack / Lifeguard #1 (voice), Kimberly Brooks, Luna (voice), Tom Kenny, Harry / Stormy Weathers / Barry / Lightning Strikes / Lifeguard #2 (voice)",Scooby-Doo! and the Legend of the Vampire, Released, English,103200000.0,753442030.2,AU
The Invisible Boy,12/18/2014 ,63.0,"Comedy, Adventure, Science Fiction, Fantasy","Michele is thirteen year old, shy, unpopular at school, and in love with Stella. After wearing a costume for a Halloween party, he finds out that he's invisible.","Ludovico Girardello, Michele, Valeria Golino, Giovanna, Fabrizio Bentivoglio, Basilli, Noa Zatta, Stella, Christo Jivkov, Andreij, Kseniya Rappoport, Yelena, Assil Kandil, Candela, Falippo Valese, Martino Breccia, Enea Barozzi, Brando Volpi", Il ragazzo invisibile, Released, Italian,8000000.0,5216102.0,IT
Afterlife of the Party,09/02/2021 ,68.0,"Fantasy, Comedy, Drama",A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,"Victoria Justice, Cassie, Midori Francis, Lisa, Robyn Scott, Val, Timothy Renouf, Max, Adam Garcia, Howie, Gloria García, Sofia, Myfanwy Waring, Emme, Spencer Sutherland, Koop",Afterlife of the Party, Released, English,53400000.0,315069539.8,AU
Catch.44,12/08/2011 ,51.0,"Drama, Action, Thriller","The lives of three female assassins take a sudden turn when their charming boss lures them into one last job. They soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.","Bruce Willis, Mel, Malin Åkerman, Tes, Nikki Reed, Kara, Deborah Ann Woll, Dawn, Forest Whitaker, Ronny, Brad Dourif, Sheriff Connors, Shea Whigham, Billy, Michael Rosenbaum, Brandon, Reila Aphrodite, Sara",Catch.44, Released, English,7000000.0,443285.0,AU
"No Retreat, No Surrender 2: Raging Thunder",01/27/1989 ,53.0,Action,"In this sequel, Scott Wylde, an American kickboxer, must go to Cambodia to rescue his Vietnamese girlfriend from Russian and Vietnamese troops.","Loren Avedon, Scott Wylde, Cynthia Rothrock, Terry, Max Thayer, Mac Jarvis, Matthias Hues, Yuri, Hwang Jang-Lee, Ty, Nirut Sirijanya, Colonel Tol Nol","No Retreat, No Surrender 2: Raging Thunder", Released, English,5545817.8,108154.0,US
A Good Year,01/15/2007 ,67.0,"Comedy, Drama, Romance","Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.","Russell Crowe, Max Skinner, Marion Cotillard, Fanny Chenal, Albert Finney, Henry Skinner, Freddie Highmore, Young Max Skinner, Didier Bourdon, Francis Duflot, Tom Hollander, Charlie Willis, Abbie Cornish, Christie Roberts, Isabelle Candelier, Ludivine Duflot, Archie Panjabi, Gemma",A Good Year, Released, English,35000000.0,42064105.0,AU
Beavis and Butt-Head Do America,12/15/1996 ,66.0,"Animation, Comedy","Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America, during which they manage to accidentally become America's most wanted.","Mike Judge, Beavis / Butt-Head / Tom Anderson / Mr. Van Driessen / Principal McVicker (voice), Bruce Willis, Muddy (voice), Demi Moore, Dallas (voice), Cloris Leachman, Old Woman On Plane And Bus (voice), Robert Stack, Agent Flemming (voice), Jacqueline Barba, Agent Hurly (voice), Pamela Blair, Flight Attendant / White House Tour Guide (voice), Eric Bogosian, Old Faithful Ranger / White House Press Secretary / Strategic Air Command Lieutenant (voice), Kristofor Brown, Man on Plane / Man in Confession Booth / Old Guy / Jim (voice)",Beavis and Butt-Head Do America, Released, English,12000000.0,63118386.0,US
Frailty,01/30/2003 ,70.0,"Drama, Thriller, Crime",A man confesses to an FBI agent his family's story of how his religious fanatic father's visions lead to a series of murders to destroy supposed 'demons'.,"Bill Paxton, Dad Meiks, Matthew McConaughey, Adam Meiks, Powers Boothe, FBI Agent Wesley Doyle, Matt O'Leary, Young Fenton, Jeremy Sumpter, Young Adam, Luke Askew, Sheriff Smalls, Levi Kreis, Fenton Meiks, Derk Cheetwood, Agent Griffin Hull, Missy Crider, Becky Meiks",Frailty, Released, English,11000000.0,19947280.0,AU
Zola,11/18/2021 ,62.0,"Comedy, Crime","A waitress agrees to accompany an exotic dancer, her put-upon boyfriend, and her mysterious and domineering roommate on a road trip to Florida to seek their fortune at a high-end strip club.","Taylour Paige, Zola, Riley Keough, Stefani, Colman Domingo, X, Nicholas Braun, Derrek, Ari'el Stachel, Sean, Nelcie Souffrant, Gail, Nasir Rahim, Jonathan, Jason Mitchell, Dion, Ts Madison, Hollywood",Zola, Released, English,5000000.0,5170200.0,AU
Where the Heart Is,04/27/2000 ,71.0,"Comedy, Drama, Romance","Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside, and takes refuge in the friendly aisles of Wal-Mart. Eventually, some eccentric but kindly strangers 'adopt' Novalee and her infant daughter, helping them buck the odds and build a new life.","Natalie Portman, Novalee Nation, Ashley Judd, Lexie Coop, Stockard Channing, Thelma 'Sister' Husband, Joan Cusack, Ruth Meyers, Sally Field, Mama Lil, James Frain, Forney Hull, Dylan Bruno, Willy Jack Pickens, Keith David, Moses Whitecotten, Ray Prewitt, Tim",Where the Heart Is, Released, English,15000000.0,40862054.0,US
The Firm,07/08/1993 ,67.0,"Drama, Mystery, Thriller","Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...","Tom Cruise, Mitch McDeere, Jeanne Tripplehorn, Abby McDeere, Gene Hackman, Avery Tolar, Hal Holbrook, Oliver Lambert, Terry Kinney, Lamar Quinn, Wilford Brimley, William Devasher, Ed Harris, Wayne Tarrance, Holly Hunter, Tammy Hemphill, Karina Lombard, Young Woman on the Beach",The Firm, Released, English,42000000.0,270340892.0,AU
Dead Sexy,01/07/2018 ,52.0,Comedy,"Meet Amber, Brandy and Cassie. These girls are about to encounter a paranormal force that is going to make them question the need for the opposite sex.","Alexandra Corin Johnston, Amber, Jacqi Vene, Brandy, Greta Garland, Cassie, A.J. Villarreal, Bunny, Suzanne Stokes, Dawn, Randi Wright, Amber's Mom, Laura Riffel, Realtor",Dead Sexy, Released, English,77140000.0,202866374.4,US
Honey: Rise Up and Dance,04/03/2018 ,71.0,"Music, Drama","Street dancer Skyler comes out of the shadow of her trained dancer sister, Tosha, & joins a dance competition with the Honey dance studio; the prize is a college scholarship.","Teyana Taylor, Skyler, Bryshere Y. Gray, Tyrell, Sierra McClain, Tosha, Charmin Lee, Jada, Joel Rush, Luke, Lawrence Kao, Jamaica, Kwajalyn Brown, April, Josh Ventura, Derrick, Candice Craig, Eva",Honey: Rise Up and Dance, Released, English,74600000.0,332878760.2,US
25th Hour,06/05/2003 ,73.0,"Crime, Drama","In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.","Edward Norton, Monty Brogan, Philip Seymour Hoffman, Jacob Elinsky, Barry Pepper, Frank Slaughtery, Rosario Dawson, Naturelle Riviera, Anna Paquin, Mary D'Annuzio, Brian Cox, James Brogan, Tony Siragusa, Kostya Novotny, Levan Uchaneishvili, Uncle Nikolai, Tony Devon, Agent Allen",25th Hour, Released, English,4500000.0,25344490.0,AU
The Kid,07/14/2021 ,82.0,"Comedy, Drama",A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,"Charlie Chaplin, A Tramp, Jackie Coogan, The Kid, Edna Purviance, The Woman, Carl Miller, The Man, Albert Austin, Man in Shelter (uncredited), Charles Reisner, Bully (uncredited), Lita Grey, Flirtatious Angel (uncredited), Beulah Bains, Bride (uncredited), Nellie Bly Baker, Slum Nurse (uncredited)",The Kid, Released, English,65000000.0,69688384.0,AU
The Kid,07/14/2021 ,82.0,"Comedy, Drama",A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,"Charlie Chaplin, A Tramp, Jackie Coogan, The Kid, Edna Purviance, The Woman, Carl Miller, The Man, Albert Austin, Man in Shelter (uncredited), Charles Reisner, Bully (uncredited), Lita Grey, Flirtatious Angel (uncredited), Beulah Bains, Bride (uncredited), Nellie Bly Baker, Slum Nurse (uncredited)",The Kid, Released, English,7000000.0,1593173.0,AU
Settlers,12/01/2021 ,48.0,"Science Fiction, Thriller","Remmy and her parents, refugees from Earth, have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych, the film follows Remmy as she struggles to survive in an uneasy landscape.","Sofia Boutella, Ilsa, Ismael Cruz Córdova, Jerry, Brooklynn Prince, Younger Remmy, Nell Tiger Free, Older Remmy, Jonny Lee Miller, Reza, Natalie Walsh, Female Stranger, Matthew Van Leeve, Male Stranger",Settlers, Released, English,109000000.0,665830147.0,AU
Get Shorty,01/26/1996 ,65.0,"Comedy, Thriller, Crime","Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","John Travolta, Chili Palmer, Gene Hackman, Harry Zimm, Rene Russo, Karen Flores, Danny DeVito, Martin Weir, Dennis Farina, Ray 'Bones' Barboni, Delroy Lindo, Bo Catlett, James Gandolfini, Bear, Jon Gries, Ronnie Wingate, Renee Props, Nicki",Get Shorty, Released, English,30250000.0,115021008.0,AU
Cold Mountain,01/01/2004 ,69.0,"Drama, War, History, Adventure, Romance","In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.","Jude Law, Inman, Nicole Kidman, Ada Monroe, Renée Zellweger, Ruby Thewes, Eileen Atkins, Maddy, Brendan Gleeson, Stobrod Thewes, Philip Seymour Hoffman, Reverend Veasey, Natalie Portman, Sara, Giovanni Ribisi, Junior, Donald Sutherland, Reverend Monroe",Cold Mountain, Released, English,80000000.0,165173909.0,AU
Scooby-Doo! and the Witch's Ghost,11/05/1999 ,74.0,"Animation, Comedy, Mystery, Family, Fantasy","Scooby-Doo and the Mystery Gang visit Oakhaven, Massachusetts to seek strange goings on involving a famous horror novelist and his ancestor who is rumored be a witch.","Scott Innes, Scooby-Doo / Shaggy (voice), Mary Kay Bergman, Daphne (voice), Frank Welker, Fred (voice), B.J. Ward, Velma (voice), Tim Curry, Ben Ravencroft (voice), Kimberly Brooks, Luna (voice), Jennifer Hale, Thorn (voice), Jane Wiedlin, Dusk (voice), Bob Joles, Jack (voice)",Scooby-Doo! and the Witch's Ghost, Released, English,117400000.0,526368947.2,US
Cucuy: The Boogeyman,10/13/2018 ,70.0,"Thriller, Horror","When children start disappearing, a rebellious teen under house arrest starts to suspect that a legendary evil, a boogeyman known as the Cucuy, might be responsible.","Marisol Nichols, Rebecca, Brian Krause, Kieran, Jearnest Corchado, Sofia Martin, Bella Stine, Amelia Martin, Pedro Correa, Milo Murphy, Morgana Ignis, The Cucuy, Jack Erdie, Boyd, Justin Ellings, Travis, Isabel Gravitt, Sierra",Cucuy: The Boogeyman, Released, English,83140000.0,316176251.8,US
